[rosmaster.main][INFO] 2018-10-14 10:29:44,923: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2018-10-14 10:29:44,924: Starting ROS Master Node
[rosmaster.master][INFO] 2018-10-14 10:30:12,980: +PARAM [/knightcar/lane_filter_node/min_max] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,980: +PARAM [/knightcar/lane_controller_node/v_bar] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,981: +PARAM [/knightcar/fsm_node/states/COORDINATION/transitions/intersection_go] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,981: +PARAM [/knightcar/fsm_node/nodes/static_object_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,982: +PARAM [/knightcar/fsm_node/events/vehicle_cleared/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,982: +PARAM [/knightcar/lane_filter_node/sigma_d_mask] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,983: +PARAM [/knightcar/fsm_node/events/joystick_override_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,983: +PARAM [/knightcar/joy_mapper_node/speed_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,984: +PARAM [/knightcar/fsm_node/events/parallel_autonomy_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,984: +PARAM [/knightcar/fsm_node/nodes/vehicle_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,985: +PARAM [/knightcar/fsm_node/initial_state] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,985: +PARAM [/knightcar/car_cmd_switch_node/source_topics/parallel_autonomy] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,985: +PARAM [/knightcar/logic_gate_node/gates/intersection_done_and_parallel_autonomy_off/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,986: +PARAM [/knightcar/fsm_node/states/INTERSECTION_CONTROL/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,986: +PARAM [/knightcar/fsm_node/events/intersection_go/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,987: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING_AVOID/transitions/vehicle_detection] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,987: +PARAM [/knightcar/fsm_node/events/intersection_go/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,988: +PARAM [/knightcar/car_cmd_switch_node/mappings/LANE_FOLLOWING_AVOID] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,988: +PARAM [/knightcar/fsm_node/states/JOYSTICK_CONTROL/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,989: +PARAM [/knightcar/fsm_node/events/start_avoidance/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,989: +PARAM [/knightcar/fsm_node/events/intersection_done/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,990: +PARAM [/knightcar/logic_gate_node/events/parallel_autonomy_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,990: +PARAM [/knightcar/joy_node/deadzone] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,991: +PARAM [/knightcar/cam_info_reader_node/image_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,991: +PARAM [/knightcar/logic_gate_node/gates/intersection_done_and_parallel_autonomy_off/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,992: +PARAM [/knightcar/lane_filter_node/max_segment_dist] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,992: +PARAM [/knightcar/fsm_node/events/intersection_done_and_parallel_autonomy/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,993: +PARAM [/knightcar/joy_mapper_node/steer_angle_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,993: +PARAM [/knightcar/fsm_node/events/start_avoidance/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,994: +PARAM [/knightcar/fsm_node/events/parallel_autonomy_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,994: +PARAM [/knightcar/logic_gate_node/events/intersection_done/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,995: +PARAM [/knightcar/car_cmd_switch_node/mappings/JOYSTICK_CONTROL] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,995: +PARAM [/knightcar/fsm_node/states/PARALLEL_AUTONOMY/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,995: +PARAM [/knightcar/fsm_node/events/at_stop_line/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,996: +PARAM [/knightcar/fsm_node/events/obstacle_detection/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,996: +PARAM [/knightcar/fsm_node/events/intersection_done_and_parallel_autonomy/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,997: +PARAM [/knightcar/fsm_node/events/joystick_override_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,997: +PARAM [/knightcar/fsm_node/events/joystick_override_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,998: +PARAM [/knightcar/fsm_node/nodes/lane_filter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,998: +PARAM [/knightcar/logic_gate_node/gates/intersection_done_and_parallel_autonomy_on/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,999: +PARAM [/knightcar/fsm_node/states/INTERSECTION_CONTROL/transitions/intersection_done_and_parallel_autonomy] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:12,999: +PARAM [/knightcar/fsm_node/states/PARALLEL_AUTONOMY/transitions/at_stop_line] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,000: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,000: +PARAM [/knightcar/lane_filter_node/l_peak] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,001: +PARAM [/knightcar/lane_filter_node/l_max] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,001: +PARAM [/knightcar/lane_filter_node/mean_d_0] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,002: +PARAM [/knightcar/fsm_node/states/AVOID_OBSTACLE/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,002: +PARAM [/knightcar/lane_filter_node/cov_v] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,003: +PARAM [/knightcar/fsm_node/events/intersection_done/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,003: +PARAM [/knightcar/car_cmd_switch_node/mappings/PARALLEL_AUTONOMY] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,004: +PARAM [/knightcar/camera_node/res_h] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,004: +PARAM [/knightcar/fsm_node/states/JOYSTICK_CONTROL/transitions/start_avoidance] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,004: +PARAM [/knightcar/lane_filter_node/delta_d] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,005: +PARAM [/knightcar/camera_node/framerate_high] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,005: +PARAM [/knightcar/fsm_node/states/COORDINATION/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,006: +PARAM [/knightcar/fsm_node/nodes/decoder_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,006: +PARAM [/knightcar/cam_info_reader_node/config] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,007: +PARAM [/knightcar/lane_filter_node/zero_val] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,007: +PARAM [/knightcar/logic_gate_node/gates/intersection_done_and_parallel_autonomy_on/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,008: +PARAM [/knightcar/car_cmd_switch_node/mappings/LOCALIZATION] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,008: +PARAM [/knightcar/fsm_node/events/vehicle_cleared/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,009: +PARAM [/knightcar/fsm_node/nodes/stop_line_filter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,009: +PARAM [/knightcar/fsm_node/global_transitions/parallel_autonomy_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,010: +PARAM [/knightcar/joy_node/autorepeat_rate] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,010: +PARAM [/knightcar/logic_gate_node/events/parallel_autonomy_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,011: +PARAM [/knightcar/lane_controller_node/d_thres] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,011: +PARAM [/knightcar/line_detector_node/verbose] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,012: +PARAM [/knightcar/fsm_node/events/parallel_autonomy_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,012: +PARAM [/knightcar/fsm_node/events/at_stop_line/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,013: +PARAM [/knightcar/fsm_node/events/intersection_done_and_not_parallel_autonomy/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,013: +PARAM [/knightcar/car_cmd_switch_node/mappings/COORDINATION] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,013: +PARAM [/knightcar/fsm_node/global_transitions/joystick_override_on] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,014: +PARAM [/knightcar/car_cmd_switch_node/mappings/LANE_FOLLOWING] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,014: +PARAM [/knightcar/joy_mapper_node/steer_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,015: +PARAM [/knightcar/joy_mapper_node/bicycle_kinematics] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,015: +PARAM [/knightcar/fsm_node/events/vehicle_detection/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,016: +PARAM [/knightcar/fsm_node/events/obstacle_detection/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,016: +PARAM [/knightcar/ground_projection/config] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,017: +PARAM [/knightcar/fsm_node/states/AVOID_VEHICLE/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,017: +PARAM [/knightcar/fsm_node/events/obstacle_detection/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,018: +PARAM [/knightcar/lane_filter_node/sigma_phi_0] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,018: +PARAM [/knightcar/car_cmd_switch_node/mappings/AVOID_VEHICLE] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,019: +PARAM [/knightcar/fsm_node/states/INTERSECTION_RECOVERY/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,019: +PARAM [/knightcar/fsm_node/states/AVOID_VEHICLE/transitions/vehicle_cleared] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,020: +PARAM [/knightcar/fsm_node/nodes/framerate_high] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,020: +PARAM [/knightcar/lane_filter_node/min_segs] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,021: +PARAM [/knightcar/lane_filter_node/lanewidth] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,021: +PARAM [/knightcar/car_cmd_switch_node/source_topics/coordination] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,021: +PARAM [/knightcar/fsm_node/events/intersection_done_and_parallel_autonomy/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,022: +PARAM [/knightcar/lane_filter_node/phi_min] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,022: +PARAM [/knightcar/car_cmd_switch_node/source_topics/obstacle] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,023: +PARAM [/knightcar/lane_filter_node/peak_val] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,023: +PARAM [/knightcar/lane_filter_node/delta_phi] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,024: +PARAM [/knightcar/lane_filter_node/use_maximum_segment_dist] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,024: +PARAM [/knightcar/fsm_node/nodes/led_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,025: +PARAM [/knightcar/fsm_node/states/PARALLEL_AUTONOMY/transitions/vehicle_detection] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,025: +PARAM [/knightcar/lane_filter_node/use_distance_weighting] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,026: +PARAM [/knightcar/lane_filter_node/use_propagation] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,026: +PARAM [/knightcar/fsm_node/states/AVOID_OBSTACLE/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,027: +PARAM [/knightcar/fsm_node/states/PARALLEL_AUTONOMY/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,027: +PARAM [/knightcar/fsm_node/states/AVOID_OBSTACLE/transitions/obstacle_cleared] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,028: +PARAM [/knightcar/car_cmd_switch_node/mappings/INTERSECTION_CONTROL] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,028: +PARAM [/knightcar/fsm_node/events/parallel_autonomy_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,029: +PARAM [/knightcar/cam_info_reader_node/cali_file_name] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,029: +PARAM [/knightcar/camera_node/res_w] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,030: +PARAM [/knightcar/car_cmd_switch_node/source_topics/lane] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,030: +PARAM [/knightcar/logic_gate_node/events/parallel_autonomy_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,030: +PARAM [/knightcar/fsm_node/states/INTERSECTION_CONTROL/transitions/intersection_done_and_not_parallel_autonomy] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,031: +PARAM [/knightcar/joy_node/coalesce_interval] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,031: +PARAM [/knightcar/cam_info_reader_node/pub_freq] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,032: +PARAM [/knightcar/lane_controller_node/d_offset] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,032: +PARAM [/knightcar/fsm_node/states/JOYSTICK_CONTROL/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,033: +PARAM [/knightcar/fsm_node/states/LANE_RECOVERY/transitions/lane_recovery_timeout_reached] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,033: +PARAM [/knightcar/car_cmd_switch_node/mappings/INTERSECTION_RECOVERY] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,034: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,034: +PARAM [/knightcar/joy_node/dev] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,035: +PARAM [/knightcar/fsm_node/states/AVOID_VEHICLE/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,035: +PARAM [/knightcar/lane_filter_node/sigma_d_0] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,036: +PARAM [/knightcar/fsm_node/events/vehicle_cleared/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,036: +PARAM [/knightcar/fsm_node/states/LANE_RECOVERY/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,037: +PARAM [/knightcar/fsm_node/nodes/apriltag_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,037: +PARAM [/knightcar/lane_filter_node/d_max] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,038: +PARAM [/knightcar/lane_filter_node/linewidth_white] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,038: +PARAM [/knightcar/car_cmd_switch_node/mappings/AVOID_OBSTACLE] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,039: +PARAM [/knightcar/fsm_node/events/obstacle_cleared/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,039: +PARAM [/knightcar/lane_filter_node/mean_phi_0] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,039: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING_AVOID/transitions/obstacle_detection] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,040: +PARAM [/knightcar/car_cmd_switch_node/mappings/LANE_RECOVERY] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,041: +PARAM [/knightcar/fsm_node/events/obstacle_cleared/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,041: +PARAM [/knightcar/line_detector_node/top_cutoff] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,041: +PARAM [/knightcar/duckiebot_visualizer/veh_name] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,042: +PARAM [/knightcar/fsm_node/states/LANE_RECOVERY/transitions/found_lane] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,042: +PARAM [/knightcar/lane_filter_node/d_min] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,043: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING/transitions/at_stop_line] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,043: +PARAM [/knightcar/lane_controller_node/k_d] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,044: +PARAM [/knightcar/fsm_node/events/joystick_override_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,044: +PARAM [/knightcar/car_cmd_switch_node/source_topics/joystick] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,045: +PARAM [/knightcar/fsm_node/states/JOYSTICK_CONTROL/transitions/joystick_override_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,045: +PARAM [/knightcar/fsm_node/events/obstacle_cleared/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,046: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING_AVOID/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,046: +PARAM [/knightcar/fsm_node/nodes/line_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,047: +PARAM [/knightcar/fsm_node/events/vehicle_detection/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,047: +PARAM [/knightcar/fsm_node/events/start_avoidance/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,048: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,048: +PARAM [/knightcar/lane_filter_node/phi_max] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,049: +PARAM [/knightcar/fsm_node/events/joystick_override_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,049: +PARAM [/knightcar/fsm_node/nodes/led_emitter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,050: +PARAM [/knightcar/fsm_node/states/LANE_FOLLOWING_AVOID/transitions/at_stop_line] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,050: +PARAM [/knightcar/lane_controller_node/theta_thres] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,051: +PARAM [/knightcar/line_detector_node/detector] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,051: +PARAM [/knightcar/fsm_node/states/INTERSECTION_RECOVERY/transitions/intersection_recovery_timeout_reached] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,051: +PARAM [/knightcar/fsm_node/events/intersection_done_and_not_parallel_autonomy/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,052: +PARAM [/knightcar/fsm_node/events/vehicle_detection/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,052: +PARAM [/knightcar/car_cmd_switch_node/source_topics/recovery] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,053: +PARAM [/knightcar/fsm_node/events/intersection_go/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,053: +PARAM [/knightcar/fsm_node/events/intersection_done_and_not_parallel_autonomy/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,054: +PARAM [/knightcar/car_cmd_switch_node/source_topics/intersection] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,054: +PARAM [/knightcar/lane_filter_node/linewidth_yellow] by /roslaunch
[rosmaster.master][INFO] 2018-10-14 10:30:13,835: +PUB [/rosout] /knightcar/joy_node http://knightcar.local:45230/
[rosmaster.master][INFO] 2018-10-14 10:30:13,840: +SERVICE [/knightcar/joy_node/get_loggers] /knightcar/joy_node http://knightcar.local:45230/
[rosmaster.master][INFO] 2018-10-14 10:30:13,852: +SERVICE [/knightcar/joy_node/set_logger_level] /knightcar/joy_node http://knightcar.local:45230/
[rosmaster.master][INFO] 2018-10-14 10:30:13,855: publisherUpdate[/rosout] -> http://knightcar.local:35037/ ['http://knightcar.local:45230/']
