[rosmaster.main][INFO] 2018-10-05 20:47:40,233: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2018-10-05 20:47:40,234: Starting ROS Master Node
[rosmaster.master][INFO] 2018-10-05 21:02:57,913: +PARAM [/duckbot12/lane_controller_node/k_Id] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,913: +PARAM [/duckbot12/line_detector_node/top_cutoff] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,915: +PARAM [/duckbot12/car_cmd_switch_node/mappings/PARALLEL_AUTONOMY] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,915: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_on_and_parallel_autonomy_off/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,916: +PARAM [/duckbot12/logic_gate_node/events/apriltag_parking/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,917: +PARAM [/duckbot12/lane_controller_node/d_offset] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,918: +PARAM [/duckbot12/stop_line_filter_node/off_time] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,919: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/light_off/frequency] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,920: +PARAM [/duckbot12/logic_gate_node/gates/intersection_done_and_deep_lane_off/inputs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,921: +PARAM [/duckbot12/logic_gate_node/events/joystick_override_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,922: +PARAM [/duckbot12/fsm_node/states/SAFE_JOYSTICK_CONTROL/transitions/parallel_autonomy_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,923: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/CAR_SIGNAL_B/frequency] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,924: +PARAM [/duckbot12/car_cmd_switch_node/mappings/AVOID_VEHICLE] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,925: +PARAM [/duckbot12/logic_gate_node/gates/intersection_done_and_deep_lane_off/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,926: +PARAM [/duckbot12/logic_gate_node/events/deep_lane_following_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,927: +PARAM [/duckbot12/joy_node/coalesce_interval] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,928: +PARAM [/duckbot12/fsm_node/nodes/intersection_navigation_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,929: +PARAM [/duckbot12/fsm_node/states/SAFE_JOYSTICK_CONTROL/transitions/joystick_override_off_and_deep_lane_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,930: +PARAM [/duckbot12/fsm_node/events/intersection_done_and_deep_lane_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,931: +PARAM [/duckbot12/lane_controller_node/k_theta] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,932: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/traffic_light_stop/color] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,933: +PARAM [/duckbot12/camera_node/res_h] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,933: +PARAM [/enable_statistics] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,934: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_COORDINATION/transitions/intersection_go] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,936: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/obstacle] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,936: +PARAM [/duckbot12/car_cmd_switch_node/mappings/PARKING] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,937: +PARAM [/duckbot12/logic_gate_node/gates/intersection_done_and_deep_lane_off/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,938: +PARAM [/duckbot12/fsm_node/nodes/lane_filter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,939: +PARAM [/duckbot12/fsm_node/states/NORMAL_JOYSTICK_CONTROL/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,940: +PARAM [/duckbot12/fsm_node/nodes/obstacle_avoidance_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,941: +PARAM [/duckbot12/logic_gate_node/events/at_stop_line/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,942: +PARAM [/duckbot12/fsm_node/events/at_stop_line/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,943: +PARAM [/duckbot12/car_cmd_switch_node/mappings/INTERSECTION_COORDINATION] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,944: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_CONTROL/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,945: +PARAM [/duckbot12/logic_gate_node/events/apriltag_parking/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,946: +PARAM [/duckbot12/joy_node/autorepeat_rate] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,947: +PARAM [/duckbot12/camera_node/res_w] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,948: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_on_and_parallel_autonomy_on/inputs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,949: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/CAR_SIGNAL_B/color] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,950: +PARAM [/duckbot12/fsm_node/nodes/duckiebot_il_lane_following] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,951: +PARAM [/duckbot12/fsm_node/events/parallel_autonomy_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,952: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/parking] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,952: +PARAM [/duckbot12/fsm_node/states/ARRIVE_AT_STOP_LINE/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,953: +PARAM [/duckbot12/fsm_node/events/joystick_override_on_and_parallel_autonomy_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,956: +PARAM [/duckbot12/fsm_node/states/PARKING/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,957: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_COORDINATION/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,958: +PARAM [/duckbot12/logic_gate_node/gates/at_stop_line_and_parking_on/inputs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,959: +PARAM [/duckbot12/lane_controller_node/theta_thres] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,960: +PARAM [/duckbot12/fsm_node/nodes/vehicle_avoidance_control_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,961: +PARAM [/duckbot12/fsm_node/states/LANE_FOLLOWING/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,962: +PARAM [/duckbot12/fsm_node/nodes/decoder_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,963: +PARAM [/duckbot12/fsm_node/states/LANE_FOLLOWING/transitions/deep_lane_following_on] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,964: +PARAM [/duckbot12/logic_gate_node/events/joystick_override_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,965: +PARAM [/duckbot12/logic_gate_node/events/parking_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,966: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/joystick] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,966: +PARAM [/duckbot12/led_emitter_node/LED_protocol/frequencies/f2] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,967: +PARAM [/duckbot12/duckiebot_visualizer/veh_name] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,968: +PARAM [/duckbot12/logic_gate_node/gates/at_stop_line_and_parking_on/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,969: +PARAM [/duckbot12/fsm_node/events/deep_lane_following_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,970: +PARAM [/duckbot12/logic_gate_node/events/parking_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,971: +PARAM [/duckbot12/led_emitter_node/LED_protocol/frequencies/f1] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,972: +PARAM [/duckbot12/cam_info_reader_node/image_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,973: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/traffic_light_go/color] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,974: +PARAM [/duckbot12/led_emitter_node/LED_protocol/colors/yellow] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,975: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/parallel_autonomy] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,976: +PARAM [/duckbot12/fsm_node/events/intersection_go/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,977: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_CONTROL/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,978: +PARAM [/duckbot12/fsm_node/events/at_stop_line_and_parking_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,979: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_CONTROL/transitions/intersection_done_and_deep_lane_on] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,980: +PARAM [/duckbot12/fsm_node/states/NORMAL_JOYSTICK_CONTROL/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,981: +PARAM [/duckbot12/logic_gate_node/events/intersection_done/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,982: +PARAM [/duckbot12/fsm_node/states/LANE_FOLLOWING/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,982: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_off_and_deep_lane_on/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,983: +PARAM [/duckbot12/lane_filter_node/filter] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,984: +PARAM [/duckbot12/fsm_node/states/ARRIVE_AT_STOP_LINE/active_nodes] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,985: +PARAM [/duckbot12/fsm_node/events/deep_lane_following_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,986: +PARAM [/duckbot12/fsm_node/states/NORMAL_JOYSTICK_CONTROL/transitions/joystick_override_off_and_deep_lane_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,987: +PARAM [/duckbot12/fsm_node/events/start_avoidance/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,988: +PARAM [/duckbot12/fsm_node/events/joystick_override_off_and_deep_lane_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,989: +PARAM [/duckbot12/stop_line_filter_node/max_y] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,990: +PARAM [/duckbot12/fsm_node/events/intersection_done_and_deep_lane_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,991: +PARAM [/duckbot12/fsm_node/events/deep_lane_following_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,992: +PARAM [/duckbot12/fsm_node/events/at_stop_line_and_parking_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,993: +PARAM [/duckbot12/logic_gate_node/events/joystick_override_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,994: +PARAM [/duckbot12/car_cmd_switch_node/mappings/AVOID_OBSTACLE] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,995: +PARAM [/duckbot12/fsm_node/nodes/intersection_localization_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,996: +PARAM [/duckbot12/fsm_node/nodes/vehicle_detection_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,997: +PARAM [/duckbot12/joy_mapper_node/speed_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,997: +PARAM [/duckbot12/fsm_node/nodes/led_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,998: +PARAM [/duckbot12/logic_gate_node/gates/at_stop_line_and_parking_off/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:57,999: +PARAM [/duckbot12/car_cmd_switch_node/mappings/DEEP_LANE_FOLLOWING] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,000: +PARAM [/duckbot12/fsm_node/nodes/static_object_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,001: +PARAM [/duckbot12/fsm_node/nodes/stop_line_filter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,002: +PARAM [/duckbot12/fsm_node/states/SAFE_JOYSTICK_CONTROL/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,003: +PARAM [/duckbot12/logic_gate_node/events/intersection_go_implicit/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,004: +PARAM [/duckbot12/joy_mapper_node/simulated_vehicle_length] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,005: +PARAM [/duckbot12/fsm_node/events/at_stop_line_and_parking_off/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,006: +PARAM [/duckbot12/logic_gate_node/events/intersection_done/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,007: +PARAM [/duckbot12/fsm_node/events/intersection_done_and_deep_lane_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,008: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,009: +PARAM [/duckbot12/fsm_node/nodes/lane_controller_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,010: +PARAM [/duckbot12/logic_gate_node/events/joystick_override_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,011: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_on_and_parallel_autonomy_off/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,012: +PARAM [/duckbot12/fsm_node/events/at_stop_line_and_parking_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,012: +PARAM [/duckbot12/logic_gate_node/gates/at_stop_line_and_parking_off/inputs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,013: +PARAM [/duckbot12/logic_gate_node/events/parking_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,014: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_off_and_deep_lane_on/inputs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,015: +PARAM [/duckbot12/lane_controller_node/d_thres] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,016: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/light_off/color] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,017: +PARAM [/duckbot12/led_emitter_node/LED_protocol/signals/CAR_SIGNAL_A/frequency] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,018: +PARAM [/duckbot12/fsm_node/nodes/line_detector_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,019: +PARAM [/duckbot12/fsm_node/nodes/led_emitter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,020: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,021: +PARAM [/duckbot12/fsm_node/events/joystick_override_off_and_deep_lane_on/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,022: +PARAM [/duckbot12/car_cmd_switch_node/mappings/LANE_FOLLOWING_AVOID] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,023: +PARAM [/duckbot12/fsm_node/events/parallel_autonomy_on/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,024: +PARAM [/duckbot12/fsm_node/states/LANE_FOLLOWING/current_status] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,025: +PARAM [/duckbot12/logic_gate_node/events/parking_off/default] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,026: +PARAM [/duckbot12/fsm_node/states/NORMAL_JOYSTICK_CONTROL/transitions/parallel_autonomy_on] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,027: +PARAM [/duckbot12/fsm_node/states/ARRIVE_AT_STOP_LINE/transitions/apriltag_parking_and_parking_active] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,028: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_off_and_deep_lane_on/gate_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,029: +PARAM [/duckbot12/joy_mapper_node/steer_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,030: +PARAM [/duckbot12/joy_mapper_node/steer_angle_gain] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,030: +PARAM [/duckbot12/fsm_node/events/joystick_override_on_and_parallel_autonomy_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,031: +PARAM [/duckbot12/ground_projection/config] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,032: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/intersection] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,033: +PARAM [/duckbot12/fsm_node/events/intersection_done_and_deep_lane_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,034: +PARAM [/duckbot12/line_detector_node/img_size] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,035: +PARAM [/duckbot12/led_emitter_node/LED_protocol/colors/red] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,036: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/lane] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,037: +PARAM [/duckbot12/fsm_node/states/DEEP_LANE_FOLLOWING/transitions/at_stop_line_and_parking_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,038: +PARAM [/duckbot12/car_cmd_switch_node/mappings/NORMAL_JOYSTICK_CONTROL] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,039: +PARAM [/duckbot12/led_emitter_node/LED_protocol/colors/blue] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,040: +PARAM [/duckbot12/fsm_node/events/apriltag_intersection/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,041: +PARAM [/duckbot12/lane_filter_node/use_propagation] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,042: +PARAM [/duckbot12/lane_controller_node/v_bar] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,043: +PARAM [/duckbot12/fsm_node/events/joystick_override_off_and_deep_lane_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,044: +PARAM [/duckbot12/wheels_driver_node/min_rad] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,045: +PARAM [/duckbot12/stop_line_filter_node/min_segs] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,046: +PARAM [/duckbot12/fsm_node/events/apriltag_parking_and_parking_active/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,047: +PARAM [/duckbot12/led_emitter_node/LED_protocol/colors/black] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,048: +PARAM [/duckbot12/fsm_node/nodes/vehicle_filter_node] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,049: +PARAM [/duckbot12/logic_gate_node/events/parallel_autonomy_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,049: +PARAM [/duckbot12/car_cmd_switch_node/mappings/LOCALIZATION] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,050: +PARAM [/duckbot12/logic_gate_node/events/deep_lane_following_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,052: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/deep_learning] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,053: +PARAM [/duckbot12/fsm_node/states/DEEP_LANE_FOLLOWING/transitions/at_stop_line_and_parking_on] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,053: +PARAM [/duckbot12/logic_gate_node/events/joystick_override_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,055: +PARAM [/duckbot12/joy_node/dev] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,056: +PARAM [/duckbot12/logic_gate_node/gates/joystick_override_on_and_parallel_autonomy_on/output_topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,057: +PARAM [/duckbot12/fsm_node/events/intersection_done_and_deep_lane_off/trigger] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,058: +PARAM [/duckbot12/logic_gate_node/events/deep_lane_following_off/default] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,059: +PARAM [/duckbot12/car_cmd_switch_node/source_topics/stop] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,060: +PARAM [/duckbot12/fsm_node/events/at_stop_line_and_parking_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,061: +PARAM [/duckbot12/led_emitter_node/LED_protocol/colors/cyan] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,061: +PARAM [/duckbot12/fsm_node/states/INTERSECTION_COORDINATION/lights] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,062: +PARAM [/duckbot12/logic_gate_node/events/parallel_autonomy_on/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,063: +PARAM [/duckbot12/fsm_node/events/intersection_go/msg_type] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,064: +PARAM [/duckbot12/fsm_node/global_transitions/joystick_override_on_and_parallel_autonomy_off] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,065: +PARAM [/duckbot12/logic_gate_node/events/parallel_autonomy_off/topic] by /roslaunch
[rosmaster.master][INFO] 2018-10-05 21:02:58,066: +PARAM [/duckbot12/logic_gate_node/events/apriltag_parking/trigger] by /roslaunch
