[rosmaster.main][INFO] 2018-11-27 07:42:32,405: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2018-11-27 07:42:32,405: Starting ROS Master Node
[rosmaster.master][INFO] 2018-11-27 07:51:15,432: +PUB [/moveit_robot_state] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,376: +SUB [/tf] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,379: +SUB [/tf_static] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,742: +PUB [/initialpose] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,744: +PUB [/goal] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,760: +SUB [/moveit_robot_state] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,927: -SUB [/moveit_robot_state] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 07:51:16,931: +SUB [/moveit_robot_state] /moveit_setup_assistant http://localhost:39591/
[rosmaster.master][INFO] 2018-11-27 08:08:37,499: +PARAM [/roslaunch/uris/host_localhost__41583] by /roslaunch
[rosmaster.master][INFO] 2018-11-27 08:08:37,502: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2018-11-27 08:08:37,503: +PARAM [/use_sim_time] by /roslaunch
[rosmaster.master][INFO] 2018-11-27 08:08:37,503: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2018-11-27 08:08:37,503: +PARAM [/robot_description] by /roslaunch
[rosmaster.master][INFO] 2018-11-27 08:08:43,766: +PUB [/rosout] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:43,767: +PUB [/rosout] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:43,768: +SERVICE [/gazebo_gui/get_loggers] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:43,768: +SERVICE [/gazebo/get_loggers] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:43,769: +SERVICE [/gazebo_gui/set_logger_level] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:43,770: +SERVICE [/gazebo/set_logger_level] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:43,778: +SUB [/clock] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:43,779: +SUB [/clock] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:43,797: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/']
[rosmaster.master][INFO] 2018-11-27 08:08:43,797: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:43,798: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:43,798: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:44,076: +PUB [/rosout] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:44,079: +SUB [/clock] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:44,080: +SERVICE [/spawn_urdf/get_loggers] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:44,081: +SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:44,098: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/', 'http://localhost:44275/']
[rosmaster.master][INFO] 2018-11-27 08:08:44,099: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/', 'http://localhost:44275/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:46,038: +PUB [/clock] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,039: +SERVICE [/gazebo/spawn_sdf_model] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,040: +SERVICE [/gazebo/spawn_urdf_model] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,040: +SERVICE [/gazebo/delete_model] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,041: +SERVICE [/gazebo/delete_light] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,042: +SERVICE [/gazebo/get_model_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,042: +SERVICE [/gazebo/get_model_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,043: +SERVICE [/gazebo/get_world_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,044: +SERVICE [/gazebo/get_joint_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,044: +SERVICE [/gazebo/get_link_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,045: +SERVICE [/gazebo/get_link_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,046: +SERVICE [/gazebo/get_light_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,046: +SERVICE [/gazebo/set_light_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,047: +SERVICE [/gazebo/get_physics_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,048: +PUB [/gazebo/link_states] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,048: +PUB [/gazebo/model_states] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,049: +SERVICE [/gazebo/set_link_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,049: +SERVICE [/gazebo/set_physics_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,050: +SERVICE [/gazebo/set_model_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,051: +SERVICE [/gazebo/set_model_configuration] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,051: +SERVICE [/gazebo/set_joint_properties] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,052: +SERVICE [/gazebo/set_link_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,055: +SUB [/gazebo/set_link_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,057: +SUB [/gazebo/set_model_state] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,058: +SERVICE [/gazebo/pause_physics] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,059: +SERVICE [/gazebo/unpause_physics] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,059: +SERVICE [/gazebo/apply_body_wrench] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,060: +SERVICE [/gazebo/apply_joint_effort] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,061: +SERVICE [/gazebo/clear_joint_forces] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,061: +SERVICE [/gazebo/clear_body_wrenches] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,062: +SERVICE [/gazebo/reset_simulation] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,063: +SERVICE [/gazebo/reset_world] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,102: publisherUpdate[/clock] -> http://localhost:36637/ ['http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:46,102: publisherUpdate[/clock] -> http://localhost:41125/ ['http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:46,102: publisherUpdate[/clock] -> http://localhost:44275/ ['http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:46,103: publisherUpdate[/clock] -> http://localhost:41125/ ['http://localhost:41125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:46,104: publisherUpdate[/clock] -> http://localhost:36637/ ['http://localhost:41125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:46,104: publisherUpdate[/clock] -> http://localhost:44275/ ['http://localhost:41125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:46,477: +SERVICE [/gazebo/set_parameters] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,479: +PUB [/gazebo/parameter_descriptions] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,480: +SERVICE [/gazebo_gui/set_parameters] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:46,480: +PUB [/gazebo/parameter_updates] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:46,481: +PUB [/gazebo_gui/parameter_descriptions] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:46,482: +PUB [/gazebo_gui/parameter_updates] /gazebo_gui http://localhost:36637/
[rosmaster.master][INFO] 2018-11-27 08:08:46,495: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,496: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,496: +PARAM [/gazebo_gui/time_step] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,497: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,497: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,498: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,498: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,499: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,499: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,499: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,500: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,500: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,501: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,501: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,502: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,503: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:46,514: +PARAM [/gazebo_gui/max_update_rate] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,515: +PARAM [/gazebo_gui/gravity_x] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,516: +PARAM [/gazebo_gui/gravity_y] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,516: +PARAM [/gazebo_gui/gravity_z] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,517: +PARAM [/gazebo_gui/auto_disable_bodies] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,518: +PARAM [/gazebo_gui/sor_pgs_precon_iters] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,518: +PARAM [/gazebo_gui/sor_pgs_iters] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,519: +PARAM [/gazebo_gui/sor_pgs_w] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,519: +PARAM [/gazebo_gui/sor_pgs_rms_error_tol] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,520: +PARAM [/gazebo_gui/cfm] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,521: +PARAM [/gazebo_gui/erp] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,521: +PARAM [/gazebo_gui/contact_surface_layer] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,522: +PARAM [/gazebo_gui/contact_max_correcting_vel] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,522: +PARAM [/gazebo_gui/max_contacts] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:46,995: +SERVICE [/camera/set_camera_info] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,004: -SUB [/clock] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:47,004: -PUB [/rosout] /spawn_urdf http://localhost:44275/
[rosmaster.master][INFO] 2018-11-27 08:08:47,004: -SERVICE [/spawn_urdf/get_loggers] /spawn_urdf rosrpc://localhost:42583
[rosmaster.master][INFO] 2018-11-27 08:08:47,004: -SERVICE [/spawn_urdf/set_logger_level] /spawn_urdf rosrpc://localhost:42583
[rosmaster.master][INFO] 2018-11-27 08:08:47,005: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:47,005: +PARAM [/gazebo/time_step] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,006: +PARAM [/gazebo_gui/time_step] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,006: publisherUpdate[/rosout] -> http://localhost:35501/ ['http://localhost:39591/', 'http://localhost:36637/', 'http://localhost:41125/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2018-11-27 08:08:47,007: +PARAM [/gazebo/max_update_rate] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,008: +PARAM [/gazebo_gui/max_update_rate] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,008: +PARAM [/gazebo/gravity_x] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,009: +PARAM [/gazebo_gui/gravity_x] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,010: +PARAM [/gazebo/gravity_y] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,010: +PARAM [/gazebo_gui/gravity_y] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,011: +PARAM [/gazebo/gravity_z] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,012: +PARAM [/gazebo_gui/gravity_z] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,012: +PARAM [/gazebo/auto_disable_bodies] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,013: +PARAM [/gazebo_gui/auto_disable_bodies] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,014: +PARAM [/gazebo/sor_pgs_precon_iters] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,014: +PARAM [/gazebo_gui/sor_pgs_precon_iters] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,015: +PARAM [/gazebo/sor_pgs_iters] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,016: +PARAM [/gazebo_gui/sor_pgs_iters] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,016: +PARAM [/gazebo/sor_pgs_w] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,017: +PARAM [/gazebo_gui/sor_pgs_w] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,018: +PARAM [/gazebo/sor_pgs_rms_error_tol] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,018: +PARAM [/gazebo_gui/sor_pgs_rms_error_tol] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,019: +PARAM [/gazebo/cfm] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,019: +PARAM [/gazebo_gui/cfm] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,020: +PARAM [/gazebo/erp] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,021: +PARAM [/gazebo_gui/erp] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,021: +PARAM [/gazebo/contact_surface_layer] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,022: +PARAM [/gazebo_gui/contact_surface_layer] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,022: +PARAM [/gazebo/contact_max_correcting_vel] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,023: +PARAM [/gazebo_gui/contact_max_correcting_vel] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,023: +PARAM [/gazebo/max_contacts] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,024: +PARAM [/gazebo_gui/max_contacts] by /gazebo_gui
[rosmaster.master][INFO] 2018-11-27 08:08:47,072: +SERVICE [/camera/set_parameters] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,072: +PUB [/camera/parameter_descriptions] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,073: +PUB [/camera/parameter_updates] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,074: +PARAM [/camera/imager_rate] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,075: +PARAM [/camera/imager_rate] by /gazebo
[rosmaster.master][ERROR] 2018-11-27 08:08:47,241: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 435, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2018-11-27 08:08:47,242: +PUB [/scan] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,719: +PUB [/camera/rgb/image_raw/compressedDepth] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,720: +SERVICE [/camera/rgb/image_raw/compressedDepth/set_parameters] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,720: +PUB [/camera/rgb/image_raw/compressedDepth/parameter_descriptions] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,721: +PUB [/camera/rgb/image_raw/compressedDepth/parameter_updates] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,724: +PARAM [/camera/rgb/image_raw/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,725: +PARAM [/camera/rgb/image_raw/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,725: +PARAM [/camera/rgb/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,726: +PARAM [/camera/rgb/image_raw/compressedDepth/depth_max] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,727: +PARAM [/camera/rgb/image_raw/compressedDepth/depth_quantization] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,728: +PARAM [/camera/rgb/image_raw/compressedDepth/png_level] by /gazebo
[rosmaster.master][ERROR] 2018-11-27 08:08:47,744: Traceback (most recent call last):
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 177, in validated_f
    code, msg, val = f(*newArgs, **kwds)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/master_api.py", line 435, in searchParam
    search_key = self.param_server.search_param(caller_id, key)
  File "/opt/ros/kinetic/lib/python2.7/dist-packages/rosmaster/paramserver.py", line 116, in search_param
    raise ValueError("namespace must be global")
ValueError: namespace must be global

[rosmaster.master][INFO] 2018-11-27 08:08:47,746: +PUB [/joint_states] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,746: +PUB [/camera/rgb/image_raw/compressed] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,747: +PUB [/tf] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,748: +SERVICE [/camera/rgb/image_raw/compressed/set_parameters] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,750: +SUB [/cmd_vel] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,751: +PUB [/camera/rgb/image_raw/compressed/parameter_descriptions] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,752: +PUB [/odom] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,752: +PUB [/camera/rgb/image_raw/compressed/parameter_updates] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,754: +PARAM [/camera/rgb/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,755: +PARAM [/camera/rgb/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,756: +PARAM [/camera/rgb/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,756: +PARAM [/camera/rgb/image_raw/compressed/format] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,757: +PARAM [/camera/rgb/image_raw/compressed/jpeg_quality] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,757: +PARAM [/camera/rgb/image_raw/compressed/png_level] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,764: +PUB [/imu] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,765: +SERVICE [/imu_service] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,773: +PUB [/camera/rgb/image_raw] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,793: +PUB [/camera/rgb/image_raw/theora] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,793: +SERVICE [/camera/rgb/image_raw/theora/set_parameters] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,794: +PUB [/camera/rgb/image_raw/theora/parameter_descriptions] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,795: +PUB [/camera/rgb/image_raw/theora/parameter_updates] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,798: +PARAM [/camera/rgb/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,798: +PARAM [/camera/rgb/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,799: +PARAM [/camera/rgb/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,799: +PARAM [/camera/rgb/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,800: +PARAM [/camera/rgb/image_raw/theora/optimize_for] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,800: +PARAM [/camera/rgb/image_raw/theora/target_bitrate] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,801: +PARAM [/camera/rgb/image_raw/theora/quality] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,801: +PARAM [/camera/rgb/image_raw/theora/keyframe_frequency] by /gazebo
[rosmaster.master][INFO] 2018-11-27 08:08:47,802: +PUB [/camera/rgb/camera_info] /gazebo http://localhost:41125/
[rosmaster.master][INFO] 2018-11-27 08:08:47,806: publisherUpdate[/tf] -> http://localhost:39591/ ['http://localhost:41125/']
[rosmaster.master][INFO] 2018-11-27 08:08:47,807: publisherUpdate[/tf] -> http://localhost:39591/ ['http://localhost:41125/']: sec=0.00, result=[1, '', 0]
